Material,Material_Type,Su,Sy,E,G,mu,Ro,Material_Type_Encoded
JIS JIS SUS304 ,Steel,520.0,205.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS303 ,Steel,520.0,205.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS316 ,Steel,520.0,205.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS316L ,Steel,480.0,175.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS321 ,Steel,520.0,205.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS304L ,Steel,480.0,175.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS3093 ,Steel,520.0,205.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUH1 ,Other,930.0,685.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SUH330 ,Other,560.0,205.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SUH310 ,Other,590.0,205.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SUH35 ,Other,880.0,560.0,206000.0,80000.0,0.3,7860.0,3
JIS Grey cast iron ,Iron,150.0,150.0,85000.0,34000.0,0.26999999999999996,7160.0,2
JIS Grey cast iron ,Iron,200.0,200.0,85000.0,34000.0,0.26999999999999996,7160.0,2
JIS Grey cast iron ,Iron,250.0,250.0,85000.0,34000.0,0.26999999999999996,7160.0,2
JIS Grey cast iron ,Iron,300.0,300.0,85000.0,34000.0,0.26999999999999996,7160.0,2
JIS Grey cast iron ,Iron,350.0,350.0,85000.0,34000.0,0.26999999999999996,7160.0,2
JIS Nodular cast iron ,Iron,500.0,320.0,169000.0,70000.0,0.26999999999999996,7160.0,2
JIS Nodular cast iron ,Iron,600.0,370.0,169000.0,70000.0,0.26999999999999996,7160.0,2
JIS Nodular cast iron ,Iron,700.0,420.0,169000.0,70000.0,0.26999999999999996,7160.0,2
JIS Nodular cast iron ,Iron,800.0,480.0,169000.0,70000.0,0.26999999999999996,7160.0,2
JIS Malleable cast iron ,Iron,400.0,180.0,160000.0,64000.0,0.27,7160.0,2
JIS Malleable cast iron ,Iron,500.0,260.0,160000.0,64000.0,0.27,7160.0,2
